ARTIST,SONG,MF CODE,TRACK
"10 Cc","Dreadlock Holiday","DMG10072-4","04"
"10 Years","Through The Iris","THM2006","--"
"10 Years","Wasteland","THM2005","--"
"10000 Maniacs","Because The Night","JTG069","01"
"10000 Maniacs","Because The Night","MMBK09","05"
"10000 Maniacs","Because The Night","MMGIRSP003","01"
"10000 Maniacs","Because The Night","MMHFP03","01"
"10000 Maniacs","Because The Night","MMTOP04","05"
"10000 Maniacs","Because The Night","NT043","04"
"10000 Maniacs","Because The Night","NT1043","04"
"10000 Maniacs","Because The Night","NTPPS01","--"
"10000 Maniacs","Because The Night","NTV043","05"
"10000 Maniacs","Because The Night","NU2043","04"
"10000 Maniacs","Because The Night","SC8113","05"
"10000 Maniacs","Candy Everybody Wants","DK82","04"
"10000 Maniacs","Candy Everybody Wants","DKG082","04"
"10000 Maniacs","Candy Everybody Wants","DKK082","04"
"10000 Maniacs","Candy Everybody Wants","DKM910","--"
"10000 Maniacs","Like The Weather","RT0015","01"
"10000 Maniacs","More Than This","MM6214","01"
"10000 Maniacs","More Than This","SC3033","02"
"10000 Maniacs","More Than This","SC8390","06"
"10000 Maniacs","These Are The Days","LKC106A","05"
"10000 Maniacs","These Are The Days","PCDG035","02"
"10000 Maniacs","These Are The Days","PI035","02"
"10000 Maniacs","Trouble Me","RT0015","02"
"10000 Maniacs","Trouble Me","SC8439","03"
"101 Dalmations","Artemis Music","SFDVDKC1","03"
"101 Dalmations","Cruella Devil","SFDVDKM1","03"
"10cc","Donna","SF6B135","01"
"10cc","Dreadlock Holiday","DMG10052-1","06"
"10cc","Dreadlock Holiday","DMG10150-5","06"
"10cc","Dreadlock Holiday","MKE1-01","01"
"10cc","Dreadlock Holiday","SF6B135","02"
"10cc","Dreadlock Holiday","VSK70S1","01"
"10cc","Dreadlock Holiday","VSKPH201","01"
"10cc","Good Morning Judge","HSW216","04"
"10cc","Good Morning Judge","SFHS216","04"
"10cc","I'm Mandy","SF079","03"
"10cc","I'm Mandy","SF6B135","03"
"10cc","Im Not In Love","SF6B135","04"
"10cc","I'm Not In Love","DKM910","--"
"10cc","I'm Not In Love","EK012","01"
"10cc","I'm Not In Love","EUR034","01"
"10cc","I'm Not In Love","EZC0006","01"
"10cc","I'm Not In Love","GEK-A1011","05"
"10cc","I'm Not In Love","SFD701-6","05"
"10cc","I'm Not In Love","SFDIGI-052","03"
"10cc","I'm Not In Love","VSK70S1","02"
"10cc","I'm Not In Love","VSKPH101","01"
"10cc","I'm Not In Love","ZGY75","06"
"10cc","I'm Not In Love","ZTP015","04"
"10cc","I'm Not In Love","ZVS006","06"
"10cc","Rubber Bullets","SF071","01"
"10cc","Rubber Bullets","SF6B135","05"
"10cc","Things We Do For Love","MH1099","01"
"10cc","Wall Street Shuffle","SFMW814","01"
"112","Cupid","SC3015","05"
"112","Dance With Me","GEM10120","05"
"112","Dance With Me","SC3277","02"
"112","Dance With Me","SCEMA120","05"
"112","Dance With Me","SMACH5101","01"
"112","Dance With Me","SMACH8401","01"
"112","Only You","SC8295","04"
"112","Peaches And Cream","BC40298","04"
"112","Peaches And Cream","MTS1029","--"
"112","Peaches And Cream","MTS1208","--"
"112","Peaches And Cream","SC3258","02"
"112","Peaches And Cream","SC8702","02"
"112","Right Here For You","PHMPT07","04"
"112","Right Here For You","PHMU0403","04"
"112","U Already Know","SC3442","02"
"112 And Ludacris","Hot And Wet","PHMPT05","02"
"112 And Ludacris","Hot And Wet","PHMU0401","02"
"112 And Ludacris","Hot And Wet","SINU0401","03"
"112 And Super Cat","Na Na Na","PHMPT02","04"
"112 And Super Cat","Na Na Na","PHMU0310","04"
"112 And Super Cat","Na Na Na","SINU0310","04"
"12 Gauge","Dunkie Butt","SC8892","04"
"12 Stones","Crash","TT200","04"
"12 Stones","Far Away","THM2004","--"
"12 Stones","Way I Feel","CB10097","01"
"12 Stones","We Are One","PHM2010","--"
"1910 Fruitgum Company","1 2 3 Red Light","GEM10124","01"
"1910 Fruitgum Company","1 2 3 Red Light","SCEMA124","01"
"1910 Fruitgum Company","Simon Says","STTW1760","04"
"1910 Fruitgum Company","Simon Says","ZSH001-3","06"
"1910 Fruitgum Factory","Simon Says","EUR029","05"
"1910 Fruitgum Factory","Simon Says","PR1244","03"
"1927","Compulsory Hero","SFDU03","03"
"1927","If I Could","ACK016","06"
"1927","If I Could","CKA16","06"
"1927","If I Could","TCK16","02"
"1927","If I Could","TKC16","02"
"1927","That's When I Think Of You","SFID009","04"
"1975","Chocolate","MKH13","00"
"1975","Chocolate","MKH13-1","01"
"1975","Girls","DCK165","03"
"1975","Heart Out","DCK207","01"
"1975","Sound","MKH16-1","01"
"1975","Sound","VSK2016CH1","01"
"1975","Sound","VSKPH301","01"
"2 Chainz Feat Chris Brown","Countdown","PHMU1304","03"
"2 Live Crew","I'm Horny","MTS1029","--"
"2 Live Crew","I'm Horny","MTS1208","--"
"2 Pac","California Love","SF049","04"
"2 Pac","California Love (Original Version)","GEM10021","02"
"2 Pac","California Love (Original Version)","SCDIA021","02"
"2 Pac","Changes","GEM10105","06"
"2 Pac","Changes","MM6380-2","02"
"2 Pac","Changes","SCEMA105","06"
"2 Pac","Dear Mama","DKH01","06"
"2 Pac","Dear Mama","DKM905","--"
"2 Pac","How Do You Want It","MM6170","02"
"2 Pac","How Do You Want It","MM6380-2","05"
"2 Pac","Thugz Mansion","SC8805","01"
"2 Pac","Until The End Of Time","SC3260","02"
"2 Pac And Elton John","Ghetto Gospel","DMG10073-5","06"
"2 Pac And Eminem","One Day At A Time","PHMPT08","04"
"2 Pac And Eminem","One Day At A Time","PHMU0404","04"
"2 Pistols T-pain Tay Dizm","She Got It","PHMU0804","04"
"2 Unlimited","No Limit","SFLAS05","01"
"2 Unlimited","No Limit","VS90S-1","01"
"2 Unlimited","No Limit","VSK90S1","01"
"2 Unlimited","No Limit","VSKPH301","02"
"2 Unlimited","No Limits","FLY027","05"
"2 Unlimited","No Limits","MT5023","01"
"2 Unlimited","No Limits","SF006","05"
"2 Unlimited","No Limits","SFA027","05"
"2 Unlimited","No Limits","SFVCD005","01"
"20 Fingers","Short #### Man","GEM10120","06"
"20 Fingers","Short #### Man","SCEMA120","06"
"2k Fierce","Sweet Love","SF159","04"
"2pac","Changes","ZPBXHIP-1","01"
"2pac Feat Dr Dre","California Love","ZPBXHIP-1","02"
"3 Doors Down","Away From The Sun","CAVS03","--"
"3 Doors Down","Away From The Sun","CB30044","03"
"3 Doors Down","Away From The Sun","CB5043-01","04"
"3 Doors Down","Away From The Sun","CB90301","06"
"3 Doors Down","Away From The Sun","CBEP485-4","04"
"3 Doors Down","Away From The Sun","GEM10131","02"
"3 Doors Down","Away From The Sun","PHMHR08","05"
"3 Doors Down","Away From The Sun","PHMMR2004","05"
"3 Doors Down","Away From The Sun","PHMR0404","05"
"3 Doors Down","Away From The Sun","SC3400","01"
"3 Doors Down","Away From The Sun","SCEMA131","02"
"3 Doors Down","Away From The Sun","THM2004","--"
"3 Doors Down","Away From The Sun","THMPSM01","01"
"3 Doors Down","Be Like That","AMS1056","05"
"3 Doors Down","Be Like That","ASK45-V2-1","01"
"3 Doors Down","Be Like That","CB13051","06"
"3 Doors Down","Be Like That","CB40116","04"
"3 Doors Down","Be Like That","CBSE3","--"
"3 Doors Down","Be Like That","GEM10210","02"
"3 Doors Down","Be Like That","KEY011-1","05"
"3 Doors Down","Be Like That","PR0038-2","04"
"3 Doors Down","Be Like That","PR1456","04"
"3 Doors Down","Be Like That","PR2107","04"
"3 Doors Down","Be Like That","SC10210","02"
"3 Doors Down","Be Like That","SCSAP210","02"
"3 Doors Down","Be Like That","SKC68P1-25","04"
"3 Doors Down","Be Like That","TT082","02"
"3 Doors Down","Be Like That","TTFP29","04"
"3 Doors Down","Be Like That","TTRP01","04"
"3 Doors Down","Behind Those Eyes","CB30052","01"
"3 Doors Down","Behind Those Eyes","CB90301","04"
"3 Doors Down","Behind Those Eyes","NM2065","06"
"3 Doors Down","Behind Those Eyes","NSP2065","06"
"3 Doors Down","Behind Those Eyes","PHMHR22","03"
"3 Doors Down","Behind Those Eyes","PHMR0506","03"
"3 Doors Down","Behind Those Eyes","SC3439","06"
"3 Doors Down","Behind Those Eyes","SC8924","02"
"3 Doors Down","Behind Those Eyes","THM2005","--"
"3 Doors Down","Citizen Soldier","PHM2009","--"
"3 Doors Down","Duck And Run","CBSE4","--"
"3 Doors Down","Duck And Run","SC3244","03"
"3 Doors Down","Duck And Run","SC8680","05"
"3 Doors Down","Duck And Run","TT089","05"
"3 Doors Down","Every Time You Go","CB30171","01"
"3 Doors Down","Every Time You Go","CB30172","02"
"3 Doors Down","Every Time You Go","CB30174","01"
"3 Doors Down","Every Time You Go","CB5148","01"
"3 Doors Down","Every Time You Go","CB5148-01","01"
"3 Doors Down","Every Time You Go","CBEP509-4","01"
"3 Doors Down","Every Time You Go","PHM1108","03"
"3 Doors Down","Every Time You Go","PHM2011","--"
"3 Doors Down","Here By Me","CB90301","05"
"3 Doors Down","Here By Me","NM2069","01"
"3 Doors Down","Here By Me","NSP2069","01"
"3 Doors Down","Here By Me","PHMAC0512","02"
"3 Doors Down","Here By Me","PR0038-2","06"
"3 Doors Down","Here By Me","PR2107","06"
"3 Doors Down","Here By Me","SD4510","02"
"3 Doors Down","Here Without You","BC40859","04"
"3 Doors Down","Here Without You","BCS40491","01"
"3 Doors Down","Here Without You","BCS40491","03"
"3 Doors Down","Here Without You","CB13051","03"
"3 Doors Down","Here Without You","CB5003-03","05"
"3 Doors Down","Here Without You","CB5019-01","01"
"3 Doors Down","Here Without You","CB8526-30","05"
"3 Doors Down","Here Without You","CBEP483-3","05"
"3 Doors Down","Here Without You","CBSE6","--"
"3 Doors Down","Here Without You","FH3208","03"
"3 Doors Down","Here Without You","FHD4208","03"
"3 Doors Down","Here Without You","HTG1012","06"
"3 Doors Down","Here Without You","JC008","06"
"3 Doors Down","Here Without You","KBA33602","06"
"3 Doors Down","Here Without You","MM6397","02"
"3 Doors Down","Here Without You","NM2045","02"
"3 Doors Down","Here Without You","PHM0310","04"
"3 Doors Down","Here Without You","PHMPP02","04"
"3 Doors Down","Here Without You","PR0038-2","05"
"3 Doors Down","Here Without You","PR1544","03"
"3 Doors Down","Here Without You","PR2107","05"
"3 Doors Down","Here Without You","PWH1012","06"
"3 Doors Down","Here Without You","SC2463","01"
"3 Doors Down","Here Without You","SC2486","02"
"3 Doors Down","Here Without You","SC3385","02"
"3 Doors Down","Here Without You","SC8845","06"
"3 Doors Down","Here Without You","SCTEEN01","01"
"3 Doors Down","Here Without You","SCTP01-1","01"
"3 Doors Down","Here Without You","SD4310","01"
"3 Doors Down","Here Without You","SINP0311","02"
"3 Doors Down","Here Without You","SMACH3504","02"
"3 Doors Down","Here Without You","SMACH3523","05"
"3 Doors Down","Here Without You","SPC020","04"
"3 Doors Down","Here Without You","SPC021","06"
"3 Doors Down","Here Without You","SPC2004-20","04"
"3 Doors Down","Here Without You","SPC2005-01","06"
"3 Doors Down","Here Without You","SPC2006-01","06"
"3 Doors Down","Here Without You","THM2003","--"
"3 Doors Down","Here Without You","TT233","04"
"3 Doors Down","Here Without You","TT233-V2","04"
"3 Doors Down","It's Not My Time","BH0318","03"
"3 Doors Down","It's Not My Time","BHK318","03"
"3 Doors Down","It's Not My Time","CB30070","01"
"3 Doors Down","It's Not My Time","CB5119-01","02"
"3 Doors Down","It's Not My Time","CBE09-27","01"
"3 Doors Down","It's Not My Time","PHM2008","--"
"3 Doors Down","It's Not My Time (I Won't Go)","CB13051","05"
"3 Doors Down","It's Not My Time (I Won't Go)","CB493-01R","02"
"3 Doors Down","It's Not My Time (I Won't Go)","CBEP493-1","02"
"3 Doors Down","Kryptonite","AMS1056","03"
"3 Doors Down","Kryptonite","ASK11-V2-2","04"
"3 Doors Down","Kryptonite","BC40165","01"
"3 Doors Down","Kryptonite","BC40165","06"
"3 Doors Down","Kryptonite","BCS40373","02"
"3 Doors Down","Kryptonite","BCS40373","04"
"3 Doors Down","Kryptonite","BEST003-2","04"
"3 Doors Down","Kryptonite","CB13051","01"
"3 Doors Down","Kryptonite","CB8526-18","02"
"3 Doors Down","Kryptonite","CB90301","01"
"3 Doors Down","Kryptonite","CBE02-28","01"
"3 Doors Down","Kryptonite","CBE02R-28","01"
"3 Doors Down","Kryptonite","CBEP470-2","01"
"3 Doors Down","Kryptonite","CBSE2","--"
"3 Doors Down","Kryptonite","CDSX0002","01"
"3 Doors Down","Kryptonite","EG018","06"
"3 Doors Down","Kryptonite","EKUS0031","04"
"3 Doors Down","Kryptonite","EX31","04"
"3 Doors Down","Kryptonite","EZC0133","06"
"3 Doors Down","Kryptonite","FH3208","01"
"3 Doors Down","Kryptonite","FH7302","01"
"3 Doors Down","Kryptonite","FH9027","01"
"3 Doors Down","Kryptonite","FHD4208","01"
"3 Doors Down","Kryptonite","HTG1004","01"
"3 Doors Down","Kryptonite","JC023","01"
"3 Doors Down","Kryptonite","KBA22782","05"
"3 Doors Down","Kryptonite","KBA27502","06"
"3 Doors Down","Kryptonite","KBA28012","05"
"3 Doors Down","Kryptonite","KBA30882","06"
"3 Doors Down","Kryptonite","KBA30942","05"
"3 Doors Down","Kryptonite","KBA782","05"
"3 Doors Down","Kryptonite","KEY003-2","02"
"3 Doors Down","Kryptonite","KEY011-2","02"
"3 Doors Down","Kryptonite","KJT012","05"
"3 Doors Down","Kryptonite","KNK003-2","04"
"3 Doors Down","Kryptonite","MDG037","03"
"3 Doors Down","Kryptonite","MDG049","06"
"3 Doors Down","Kryptonite","MH1075","02"
"3 Doors Down","Kryptonite","MHPK02-02","03"
"3 Doors Down","Kryptonite","MHPK20-12","03"
"3 Doors Down","Kryptonite","MMNEO02","01"
"3 Doors Down","Kryptonite","MTS1029","--"
"3 Doors Down","Kryptonite","MTS1208","--"
"3 Doors Down","Kryptonite","NTPPS02","--"
"3 Doors Down","Kryptonite","OT5015","05"
"3 Doors Down","Kryptonite","PC7728","06"
"3 Doors Down","Kryptonite","PHMCMR01","01"
"3 Doors Down","Kryptonite","PR0038-1","05"
"3 Doors Down","Kryptonite","PR1424","02"
"3 Doors Down","Kryptonite","PR2104","05"
"3 Doors Down","Kryptonite","PR8067","04"
"3 Doors Down","Kryptonite","PR9067","04"
"3 Doors Down","Kryptonite","PWH1004","01"
"3 Doors Down","Kryptonite","SB018","06"
"3 Doors Down","Kryptonite","SC1736","04"
"3 Doors Down","Kryptonite","SC2486","05"
"3 Doors Down","Kryptonite","SC3185","04"
"3 Doors Down","Kryptonite","SC7728","06"
"3 Doors Down","Kryptonite","SC8050","06"
"3 Doors Down","Kryptonite","SC8601","04"
"3 Doors Down","Kryptonite","SC8765","03"
"3 Doors Down","Kryptonite","SD4001","04"
"3 Doors Down","Kryptonite","SFID009","01"
"3 Doors Down","Kryptonite","SKC68P1-06","04"
"3 Doors Down","Kryptonite","SKC68P1-22","05"
"3 Doors Down","Kryptonite","SMACH8101","01"
"3 Doors Down","Kryptonite","SPC001","01"
"3 Doors Down","Kryptonite","SPC2003-01","01"
"3 Doors Down","Kryptonite","SPC2004-01","01"
"3 Doors Down","Kryptonite","TT02TNPK05","01"
"3 Doors Down","Kryptonite","TTFP06","05"
"3 Doors Down","Kryptonite","TTFP24","05"
"3 Doors Down","Krytonite","CB8519-09","02"
"3 Doors Down","Krytonite","CBM80025","02"
"3 Doors Down","Krytonite","KBA27632","02"
"3 Doors Down","Krytonite","KBA42632","02"
"3 Doors Down","Krytonite","PS6008","05"
"3 Doors Down","Krytonite","PSCDG6008","05"
"3 Doors Down","Landing In London","THM2006","--"
"3 Doors Down","Let Me Be Myself","CB30083","01"
"3 Doors Down","Let Me Be Myself","CBE10-22","06"
"3 Doors Down","Let Me Be Myself","PHM0812","02"
"3 Doors Down","Let Me Be Myself","PHM2008","--"
"3 Doors Down","Let Me Go","AIN0121","05"
"3 Doors Down","Let Me Go","ASK1553","01"
"3 Doors Down","Let Me Go","ASK1553-V2","01"
"3 Doors Down","Let Me Go","ASK65-1","01"
"3 Doors Down","Let Me Go","ASKFP65-1","01"
"3 Doors Down","Let Me Go","CB13051","04"
"3 Doors Down","Let Me Go","CB5055-01","06"
"3 Doors Down","Let Me Go","CBEP487-4","06"
"3 Doors Down","Let Me Go","KEY1539","01"
"3 Doors Down","Let Me Go","NM2061","01"
"3 Doors Down","Let Me Go","PHMHR18","02"
"3 Doors Down","Let Me Go","PHMR0502","02"
"3 Doors Down","Let Me Go","PR0038-1","06"
"3 Doors Down","Let Me Go","PR2104","06"
"3 Doors Down","Let Me Go","SC2496","04"
"3 Doors Down","Let Me Go","SC3430","06"
"3 Doors Down","Let Me Go","SD4502","02"
"3 Doors Down","Let Me Go","SMACH3521","05"
"3 Doors Down","Let Me Go","THM2005","--"
"3 Doors Down","Let Me Go (Rock Version)","ASK1539","01"
"3 Doors Down","Live For Today","CB30058","02"
"3 Doors Down","Live For Today","CB5072-03","01"
"3 Doors Down","Live For Today","CBE08-29","01"
"3 Doors Down","Live For Today","PHM0510","04"
"3 Doors Down","Live For Today","SC3450","04"
"3 Doors Down","Live For Today","SC8935","03"
"3 Doors Down","Live For Today","THM2005","--"
"3 Doors Down","Loser","AMS1056","04"
"3 Doors Down","Loser","ASK11-V2-2","06"
"3 Doors Down","Loser","BCS40491","02"
"3 Doors Down","Loser","BCS40491","04"
"3 Doors Down","Loser","BS0109","05"
"3 Doors Down","Loser","BS0110","04"
"3 Doors Down","Loser","BS3617","05"
"3 Doors Down","Loser","BS3717","04"
"3 Doors Down","Loser","HSP04","05"
"3 Doors Down","Loser","KBA27502","02"
"3 Doors Down","Loser","KBA30782","02"
"3 Doors Down","Loser","KBA30882","02"
"3 Doors Down","Loser","PS1539","04"
"3 Doors Down","Loser","PSCDG1539","04"
"3 Doors Down","Loser","SC3204","04"
"3 Doors Down","Loser","SC8070","05"
"3 Doors Down","Loser","SC8622","03"
"3 Doors Down","Loser","SCPR06","05"
"3 Doors Down","Loser","SKC68P1-22","06"
"3 Doors Down","Loser","TTFP24","06"
"3 Doors Down","Road I'm On","CB30036","03"
"3 Doors Down","Road I'm On","CB90301","03"
"3 Doors Down","Road I'm On","CBEP477-4","03"
"3 Doors Down","Road I'm On","PHMR0304","03"
"3 Doors Down","Road I'm On","SC3360","06"
"3 Doors Down","Road I'm On","THM2003","--"
"3 Doors Down","Train","CB30075","01"
"3 Doors Down","When I'm Gone","AI0805","05"
"3 Doors Down","When I'm Gone","AIN0064-2","05"
"3 Doors Down","When I'm Gone","AMS1035","04"
"3 Doors Down","When I'm Gone","BCS40373","01"
"3 Doors Down","When I'm Gone","BCS40373","03"
"3 Doors Down","When I'm Gone","CB13051","02"
"3 Doors Down","When I'm Gone","CB5019-01","02"
"3 Doors Down","When I'm Gone","CB80166","02"
"3 Doors Down","When I'm Gone","CB8526-26","02"
"3 Doors Down","When I'm Gone","CB90301","02"
"3 Doors Down","When I'm Gone","CBH80166","02"
"3 Doors Down","When I'm Gone","CBSE5","--"
"3 Doors Down","When I'm Gone","FH3208","02"
"3 Doors Down","When I'm Gone","FH9027","02"
"3 Doors Down","When I'm Gone","FHD4208","02"
"3 Doors Down","When I'm Gone","KBA30832","03"
"3 Doors Down","When I'm Gone","MDG063","05"
"3 Doors Down","When I'm Gone","MM6378","03"
"3 Doors Down","When I'm Gone","PHMR0212","04"
"3 Doors Down","When I'm Gone","PR0038-1","04"
"3 Doors Down","When I'm Gone","PR1523","02"
"3 Doors Down","When I'm Gone","PR2104","04"
"3 Doors Down","When I'm Gone","PWH1008","04"
"3 Doors Down","When I'm Gone","SB023","02"
"3 Doors Down","When I'm Gone","SC3341","05"
"3 Doors Down","When I'm Gone","SCN0064-2","05"
"3 Doors Down","When I'm Gone","SCTP02-3","02"
"3 Doors Down","When I'm Gone","SPC020","05"
"3 Doors Down","When I'm Gone","SPC2004-20","05"
"3 Doors Down","When I'm Gone","SY1065","02"
"3 Doors Down","When I'm Gone","SY1070","02"
"3 Doors Down","When I'm Gone","SY2007","02"
"3 Doors Down","When I'm Gone","SYB1065","02"
"3 Doors Down","When I'm Gone","SYB1614","03"
"3 Doors Down","When I'm Gone","SYB2007","02"
"3 Doors Down","When I'm Gone","SYB4411-1","02"
"3 Doors Down","When I'm Gone","SYB4426-3","03"
"3 Doors Down","When I'm Gone","THM2003","--"
"3 Doors Down","When I'm Gone3","EG023","02"
"3 Doors Down","When You're Young","PHM2011","--"
"3 Doors Down And Bob Seger","Landing In London","NM2072","02"
"3 Doors Down And Bob Seger","Landing In London","NSP2072","02"
"3 Doors Down And Bob Seger","Landing In London","SD4601","02"
"3 Doors Down Bob Seger","Landing In London","PHMAC0602","04"
"3 Dors Down","Kryptonite","CB80025","02"
"3 L W","No More (Baby I'm A Do Right)","SMACH8307","02"
"3 L W","No More (Baby I'm A Do Right)","TTFP20","06"
"3 L W","Playas Gon' Play","PHM0108","06"
"3 Of Hearts","Arizona Rain","TT071","02"
"3 Of Hearts","Christmas Shoes","SKC68P1-58","03"
"3 Of Hearts","Christmas Shoes","TT166","03"
"3 Of Hearts","Christmas Shoes","TTFP66","03"
"3 Of Hearts","Christmas Shoes","TTM028","02"
"3 Of Hearts","Christmas Shoes","TTM103","01"
"3 Of Hearts","Love Is Enough","CB60218","04"
"3 Of Hearts","Love Is Enough","SC3261","02"
"3 Sl","Take It Easy","EZC0131","05"
"30 Seconds To Mars","City Of Angels","DCK206","02"
"30 Seconds To Mars","Closer To The Edge","BHK012","02"
"30 Seconds To Mars","Closer To The Edge","BIGHITS012","02"
"30 Seconds To Mars","Kill","THM2006","--"
"30 Seconds To Mars","Rescue Me","VSCH1809","01"
"30 Seconds To Mars","Up In The Air","MKH13","01"
"30 Seconds To Mars","Up In The Air","MKH13-1","02"
"30 Seconds To Mars","Walk On Water","DCK261","03"
"30h 3 Feat Katy Perry","Starstrukk","EKI46","05"
"30h 3 Feat Katy Perry","Starstrukk","SF6B072","02"
"30h!3","Don't Trust Me","PHM0903","01"
"30h!3","Don't Trust Me","PHM2009","--"
"311","All Mixed Up","GEM10051","01"
"311","All Mixed Up","SC8448","02"
"311","All Mixed Up","SCDIA051","01"
"311","Amber","PHMR0210","01"
"311","Beyond The Gray Sky","THM2004","--"
"311","Beyond The Grey Sky","PHMHR06","05"
"311","Beyond The Grey Sky","PHMR0402","05"
"311","Creatures (For A While)","PHMHR02","04"
"311","Creatures (For A While)","PHMR0310","04"
"311","Creatures (For A While)","SINR0310","03"
"311","Creatures (For A While)","THM2003","--"
"311","Don't Tread On Me","PHM0512","05"
"311","Don't Tread On Me","SC3450","01"
"311","First Straw","PHMHR13","01"
"311","First Straw","PHMR0409","01"
"311","First Straw","SC3415","06"
"311","Hey You","PHM0907","04"
"311","Hey You","PHM2009","--"
"311","Love Song","PHMHR09","01"
"311","Love Song","PHMR0405","01"
"311","Love Song","SC3410","05"
"311","Love Song","SC8878","03"
"311","Love Song","THM2004","--"
"38 Special","Back Where You Belong","ASK108-1","01"
"38 Special","Back Where You Belong","CBE10-20","04"
"38 Special","Caught Up In You","CBE02-12","05"
"38 Special","Hold On Loosely","ASK69-1","01"
"38 Special","Hold On Loosely","ASKFP69-1","01"
"38 Special","Hold On Loosely","CB5117-01","06"
"38 Special","Hold On Loosely","CBE08-19","03"
"38 Special","Hold On Loosely","CBEP496-4","06"
"38 Special","Hold On Loosely","MTS1029","--"
"38 Special","Hold On Loosely","MTS1208","--"
"38 Special","Hold On Loosely","SC8146","06"
"38 Special","Rockin' Into The Night","SC8479","03"
"38 Special","Second Chance","AMS1502","06"
"38 Special","Second Chance","RC6906","03"
"38 Special","Second Chance","SC8588","03"
"3ball Mty","Intentalo","KB364","04"
"3lw","No More","SMACH3431","02"
"3lw","No More","SMACH4431","02"
"3lw","No More","SMACH8604","05"
"3lw","No More (Baby I'ma Do Right)","SKC68P1-18","06"
"3oh 3","Double Vision","PHM2010","--"
"3oh 3 Feat Ke$ha","My First Kiss","BIGHITS010","01"
"3oh 3 Feat Neon Hitch","Follow Me Down","PHM2010","--"
"3oh 3 Featuring Ke$ha","My First Kiss","PHM2010","--"
"3oh!3","Starstrukk","PHM2009","--"
"3oh3","Double Vision","PHM1012","05"
"3oh3 Feat Ke$ha","Blah Blah Blah","QH0321","06"
"3oh3 Feat Ke$ha","Blah Blah Blah","QH321","06"
"3oh3 Feat Ke$ha","My First Kiss","CB30136","06"
"3oh3 Feat Ke$ha","My First Kiss","EKI52","03"
"3oh3 Feat Ke$ha","My First Kiss","EZP118-02","03"
"3oh3 Feat Ke$ha","My First Kiss","MRH071","06"
"3oh3 Feat Ke$ha","My First Kiss","QH0327","03"
"3oh3 Feat Ke$ha","My First Kiss","QH327","03"
"3oh3 Feat Ke$ha","My First Kiss","SFKK46","03"
"3oh3 Feat Ke$ha","My First Kiss","SFWS065","02"
"3oh3 Feat Kesha","My First Kiss","BHK010","01"
"3oh3 Featuring Ke$ha","My First Kiss","PHM1008","01"
"3rd Strike","Redemption","PHMR0211","03"
"3t","Anything","MDG018","04"
"3t","Anything","MDVCD002","04"
"3t","Anything","SF049","02"
"3t","Anything","VMEG002","04"
"3t","Tease Me","SC8277","04"
"4 Him","Basics Of Life","BFC4111","03"
"4 Him","Basics Of Life","CB5020-01","05"
"4 Him","Basics Of Life","CBE05-22","04"
"4 Him","Basics Of Life","CBEP479-1","05"
"4 Him","Basics Of Life","NT058","04"
"4 Him","Basics Of Life","NT1058","04"
"4 Him","Basics Of Life","NT4058","04"
"4 Him","Basics Of Life","NTV058","05"
"4 Him","Basics Of Life","NU2058","04"
"4 Him","Basics Of Life","PR3002","05"
"4 Him","Basics Of Life","PS1646-1","01"
"4 Him","Basics Of Life","PS1646-2","01"
"4 Him","For Future Generations","CB10070","06"
"4 Him","Measure Of A Man","CB10070","05"
"4 Him","Measure Of A Man","CBEP479-3","05"
"4 Him","Measure Of A Man","DW9453","03"
"4 Him","Sacred Hideaway","CBEP479-2","04"
"4 Him","Strange Way To Save The World","DW6655","05"
"4 Him","Where There Is Faith","ASKFP68-1","01"
"4 Him","Where There Is Faith","BFC4104","03"
"4 Him","Where There Is Faith","CB5020-02","03"
"4 Him","Where There Is Faith","CBEP479-3","01"
"4 Him","Who You Are","CB10093","02"
"4 Non Blondes","Whats Up","VS90S-1","02"
"4 Non Blondes","Whats Up","VSGIRLS-1","01"
"4 Non Blondes","Whats Up","VSUKC2-01","01"
"4 Non Blondes","What's Up","AIG703","04"
"4 Non Blondes","What's Up","AIN0699","04"
"4 Non Blondes","What's Up","DKM910","--"
"4 Non Blondes","What's Up","GEK-A1003","03"
"4 Non Blondes","What's Up","HP1-11R","04"
"4 Non Blondes","What's Up","LKC108A","03"
"4 Non Blondes","What's Up","LMD04B","04"
"4 Non Blondes","What's Up","MDVCD020","05"
"4 Non Blondes","What's Up","MMGIRSP003","04"
"4 Non Blondes","What's Up","MMHFP03","04"
"4 Non Blondes","What's Up","NTPPS02","--"
"4 Non Blondes","What's Up","NTPPS03","--"
"4 Non Blondes","What's Up","PB004","04"
"4 Non Blondes","What's Up","PBDV906","04"
"4 Non Blondes","What's Up","PBDVD906","04"
"4 Non Blondes","What's Up","PCDG020","02"
"4 Non Blondes","What's Up","PI020","02"
"4 Non Blondes","What's Up","PKL046A","04"
"4 Non Blondes","What's Up","SC2227","03"
"4 Non Blondes","What's Up","SFDVDLN1","04"
"4 Non Blondes","What's Up","SFHT006","04"
"4 Non Blondes","What's Up","TEG0011","03"
"4 Non Blondes","What's Up","TEG6011","03"
"4 Non Blondes","What's Up","VMEG020","04"
"4 Non Blondes","What's Up","VSK90S1","02"
"4 Non Blondes","What's Up","VSKGKH1","01"
"4 Non Blondes","What's Up","VSKPH301","03"
"4 Non Blondes","What's Up","WKL046A","04"
