ARTIST,SONG,MF CODE,TRACK
"Conway Twitty","I'd Love To Lay You Down","CB8532-12","02"
"Conway Twitty","I'd Love To Lay You Down","CBSE3","--"
"Conway Twitty","I'd Love To Lay You Down","CKC022","06"
"Conway Twitty","I'd Love To Lay You Down","KNK038-1","06"
"Conway Twitty","I'd Love To Lay You Down","SC0275","06"
"Conway Twitty","I'd Love To Lay You Down","SC2140","06"
"Conway Twitty","I'd Love To Lay You Down","SC275","06"
"Conway Twitty","I'd Love To Lay You Down","SC7591","03"
"Conway Twitty","I'd Love To Lay You Down","THMFB03","03"
"Conway Twitty","I'd Love To Lay You Down","TT240","05"
"Conway Twitty","Image Of Me","CB90296","06"
"Conway Twitty","Image Of Me","SC8712","06"
"Conway Twitty","Its Only Make Believe","CKC025","01"
"Conway Twitty","Its Only Make Believe","SF6B100","04"
"Conway Twitty","It's Only Make Believe","AHM03","06"
"Conway Twitty","It's Only Make Believe","AH-MAXX19","06"
"Conway Twitty","It's Only Make Believe","AHVP03","06"
"Conway Twitty","It's Only Make Believe","ASK48-V3-1","02"
"Conway Twitty","It's Only Make Believe","ASK6011-3","02"
"Conway Twitty","It's Only Make Believe","ASK6011C","02"
"Conway Twitty","It's Only Make Believe","ASKFP48-1","02"
"Conway Twitty","It's Only Make Believe","CB5073-01","04"
"Conway Twitty","It's Only Make Believe","CB60061","05"
"Conway Twitty","It's Only Make Believe","CB60267","05"
"Conway Twitty","It's Only Make Believe","CB80092","04"
"Conway Twitty","It's Only Make Believe","CB8510-09","04"
"Conway Twitty","It's Only Make Believe","CB8527-09","04"
"Conway Twitty","It's Only Make Believe","CBSE1","--"
"Conway Twitty","It's Only Make Believe","FH7105","06"
"Conway Twitty","It's Only Make Believe","JC019","01"
"Conway Twitty","It's Only Make Believe","KJ-PRO23","01"
"Conway Twitty","It's Only Make Believe","LEG131","01"
"Conway Twitty","It's Only Make Believe","MKP2-5752","04"
"Conway Twitty","It's Only Make Believe","MKPD50859A","04"
"Conway Twitty","It's Only Make Believe","MM6160","04"
"Conway Twitty","It's Only Make Believe","MMHP103","05"
"Conway Twitty","It's Only Make Believe","MTS1208","--"
"Conway Twitty","It's Only Make Believe","PCDG206","06"
"Conway Twitty","It's Only Make Believe","PI206","06"
"Conway Twitty","It's Only Make Believe","PKL016B","01"
"Conway Twitty","It's Only Make Believe","PS0104","03"
"Conway Twitty","It's Only Make Believe","PSCDG0104","03"
"Conway Twitty","It's Only Make Believe","SC0270","06"
"Conway Twitty","It's Only Make Believe","SC2087","06"
"Conway Twitty","It's Only Make Believe","SC270","06"
"Conway Twitty","It's Only Make Believe","SC7507-V2","06"
"Conway Twitty","It's Only Make Believe","SGBFP2-203","05"
"Conway Twitty","It's Only Make Believe","STTW1001","05"
"Conway Twitty","It's Only Make Believe","STTW1004-1","05"
"Conway Twitty","It's Only Make Believe","STTW1183-1","01"
"Conway Twitty","It's Only Make Believe","STTW1198","01"
"Conway Twitty","It's Only Make Believe","STTW1214","01"
"Conway Twitty","It's Only Make Believe","STTW3046","01"
"Conway Twitty","It's Only Make Believe","STTW3311","05"
"Conway Twitty","It's Only Make Believe","TT015","03"
"Conway Twitty","It's Only Make Believe","TTTUP06","03"
"Conway Twitty","It's Only Make Believe","WKL016B","01"
"Conway Twitty","It's Only Makebelieve","KBA30662","01"
"Conway Twitty","I've Already Loved You In My Mind","SC8525","01"
"Conway Twitty","Julia","CB90068","02"
"Conway Twitty","Linda On My Mind","CB80108","01"
"Conway Twitty","Linda On My Mind","CB8511-11","01"
"Conway Twitty","Linda On My Mind","CB8527-25","01"
"Conway Twitty","Linda On My Mind","CB8532-09","01"
"Conway Twitty","Linda On My Mind","CBE01-04","04"
"Conway Twitty","Linda On My Mind","CBE01R-04","04"
"Conway Twitty","Linda On My Mind","CBSE1","--"
"Conway Twitty","Linda On My Mind","FH7105","05"
"Conway Twitty","Linda On My Mind","JTG085","01"
"Conway Twitty","Linda On My Mind","SF6B100","05"
"Conway Twitty","Louisiana Woman Mississippi Man","CKC025","04"
"Conway Twitty","Lying Here With Linda On My Mind","CB90011","05"
"Conway Twitty","Next In Line","SC0275","04"
"Conway Twitty","Next In Line","SC2140","04"
"Conway Twitty","Next In Line","SC275","04"
"Conway Twitty","Next In Line","SC8392","05"
"Conway Twitty","On Our Last Date","DCK084","04"
"Conway Twitty","Play Guitar Play","CB5073-02","06"
"Conway Twitty","Play Guitar Play","CB90068","05"
"Conway Twitty","Red Neckin' Love Makin' Night","CB5073-01","05"
"Conway Twitty","Red Neckin' Love Makin' Night","CB5086-02","01"
"Conway Twitty","Red Neckin' Love Makin' Night","CB60139","02"
"Conway Twitty","Red Neckin' Love Makin' Night","CB60299","02"
"Conway Twitty","Red Neckin' Love Makin' Night","CB80118","04"
"Conway Twitty","Red Neckin' Love Makin' Night","CB8512-07","04"
"Conway Twitty","Red Neckin' Love Makin' Night","CB8528-03","04"
"Conway Twitty","She Needs Someone To Hold Her When","CB90011","03"
"Conway Twitty","She Needs Someone To Hold Her When","CBE06-04","03"
"Conway Twitty","She Needs Someone To Hold Her When","CBE06R-04","03"
"Conway Twitty","She Needs Someone To Hold Her When","CBSE6","--"
"Conway Twitty","She's Got A Single Thing In Mind","DKM905","--"
"Conway Twitty","Slow Hand","CB5073-01","06"
"Conway Twitty","Slow Hand","CB60056","04"
"Conway Twitty","Slow Hand","CB60265","04"
"Conway Twitty","Slow Hand","CB80119","02"
"Conway Twitty","Slow Hand","CB8512-08","02"
"Conway Twitty","Slow Hand","CB8528-04","02"
"Conway Twitty","Slow Hand","CBSE5","--"
"Conway Twitty","Slow Hand","LN001A","06"
"Conway Twitty","Slow Hand","SAVA001","06"
"Conway Twitty","Slow Hand","SDK9061","06"
"Conway Twitty","That's My Job","CB90068","01"
"Conway Twitty","That's My Job","SC0275","05"
"Conway Twitty","That's My Job","SC2140","05"
"Conway Twitty","That's My Job","SC275","05"
"Conway Twitty","That's My Job","SC8372","04"
"Conway Twitty","There's A Honky Tonk Angel","CB60296","01"
"Conway Twitty","There's A Honky Tonk Angel (Who'll","CB60136","01"
"Conway Twitty","Tight Fittin' Jeans","CB5008-01","03"
"Conway Twitty","Tight Fittin' Jeans","CB5008-01R","03"
"Conway Twitty","Tight Fittin' Jeans","CB5073-03","05"
"Conway Twitty","Tight Fittin' Jeans","CBD5008","03"
"Conway Twitty","Tight Fittin' Jeans","CBDVD5008","03"
"Conway Twitty","Tight Fittin' Jeans","CBSE3","--"
"Conway Twitty","Touch The Hand","SC8355","05"
"Conway Twitty","You've Never Been This Far Be","CB8527-21","03"
"Conway Twitty","You've Never Been This Far Before","CB60135","01"
"Conway Twitty","You've Never Been This Far Before","CB60295","01"
"Conway Twitty","You've Never Been This Far Before","CB80104","03"
"Conway Twitty","You've Never Been This Far Before","CB8511-07","03"
"Conway Twitty","You've Never Been This Far Before","CB90011","04"
"Conway Twitty","You've Never Been This Far Before","CKC025","03"
"Conway Twitty","You've Never Been This Far Before","SC0275","01"
"Conway Twitty","You've Never Been This Far Before","SC2140","01"
"Conway Twitty","You've Never Been This Far Before","SC275","01"
"Conway Twitty","You've Never Been This Far Before","THMFB03","04"
"Conway Twitty And Joni Lee","Don't Cry Joni","OSDV08","03"
"Conway Twitty And Loretta Ly","Louisiana Woman Mississippi Man","ASKFP48-1","05"
"Conway Twitty And Loretta Lyn","As Soon As I Hang Up The Phone","CB5073-03","02"
"Conway Twitty And Loretta Lyn","Desperado Love","CB90296","05"
"Conway Twitty And Loretta Lyn","Feelings","CB5073-01","03"
"Conway Twitty And Loretta Lyn","Lead Me On","CB5073-03","06"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","ASK46-V2-1","01"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","ASK6011-3","06"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","ASK6011C","06"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","ASKFP87-2","01"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","BEST046-1","01"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","CB5073-02","05"
"Conway Twitty And Loretta Lyn","Louisiana Woman Mississippi Man","KNK046-1","01"
"Conway Twitty Joni","Don't Cry Joni","THMC-SCDG","--"
"Cook David","Light On","PHM0901","04"
"Cook David","Light On","PHM2009","--"
"Cookie And His Cupcakes","Matilda","SSK009","03"
"Cookie Monster","C Is For Cookie","GEM10227","01"
"Cookie Monster","C Is For Cookie","SC10227","01"
"Cookie Monster","C Is For Cookie","SCSAP227","01"
"Cookies","Chains","CBEP459-4","04"
"Cookies","Don't Say Nothin' Bad About My Baby","MM6409","06"
"Cool Hipnoise","Brother Joe","KTT139","06"
"Coolio","1234 Sumptin' New","SF049","03"
"Coolio","C U When You Get There","SFVCD029","05"
"Coolio","Fantastic Voyage","AH9821","04"
"Coolio","Gangstas Paradise","ACK007","02"
"Coolio","Gangstas Paradise","CKA07","02"
"Coolio","Gangsta's Paradise","CBSE4","--"
"Coolio","Gangsta's Paradise","EZC0128","02"
"Coolio","Gangsta's Paradise","MRE50","06"
"Coolio","Gangsters Paradise","AH8006","02"
"Coolio","Gangsters Paradise","CB80079","06"
"Coolio","Gangsters Paradise","CB8518-14","06"
"Coolio","Gangsters Paradise","CB8526-09","06"
"Coolio","Gangsters Paradise","HD008","05"
"Coolio","Gangsters Paradise","KH025","02"
"Coolio","Gangsters Paradise","LEGBL020","06"
"Coolio","Gangsters Paradise","PR1470","02"
"Coolio","Gangsters Paradise","SC2110","02"
"Coolio","Gangsters Paradise","SFY1036","03"
"Coolio Feat Lv","Gangsta's Paradise","ZMP3G04","--"
"Coors","Breathless","MMHH-06","04"
"Cooter Brown","Pure Bred Redneck","SC8232","03"
"Copas Cowboy","Alabam","CB60092","03"
"Copas Cowboy","Alabam","CB60282","03"
"Copas Cowboy","Alabam","CB80093","01"
"Copas Cowboy","Alabam","CB8510-10","01"
"Copas Cowboy","Alabam","CB8527-10","01"
"Copas Cowboy","Alabam","CBE05-24","01"
"Copas Cowboy And Hawkshaw Haw","Alabam","CB90143","01"
"Copas Cowboy And Hawkshaw Haw","Filipino Baby","CB90143","02"
"Copas Cowboy And Hawkshaw Haw","Louisian","CB90143","06"
"Copas Cowboy And Hawkshaw Haw","Ride In My Little Red Wagon","CB90143","05"
"Copas Cowboy And Hawkshaw Haw","Signed Sealed And Delivered","CB90143","03"
"Copas Cowboy And Hawkshaw Haw","Sunny Tennessee","CB90143","04"
"Coral","In The Morning","ZPP01-1","02"
"Corazon Serrano","Eres Como La Cerveza","SCDG800-5","--"
"Corbin Easton","Little More Country Than That","AC05","05"
"Corey Hart","Sunglasses At Night","SYB1984","01"
"Corey Hart","Sunglasses At Night","SYB4421-2","01"
"Corey Hart","Sunglasses At Night","SYB4432-3","01"
"Corey Smith","Maybe Next Year","PHMC1204","04"
"Corey Smith","Twenty One","CB60467","03"
"Corinne Bailey Rae","Is This Love","CB30159","01"
"Corinne Bailey Rae","Is This Love","CB30160","01"
"Corinne Bailey Rae","Like A Star","EZH059","05"
"Corinne Bailey Rae","Put Your Records On","DMG10062-4","04"
"Corinne Bailey Rae","Put Your Records On","MRP11","03"
"Corinne Bailey Rae","Put Your Records On","STTW3026","02"
"Corinne Bailey Rae","Put Your Records On","THM2006","--"
"Corinne Bailey Rae","Put Your Records On","VSKGKH4","03"
"Corinne Bailey Rae","Put Your Records On","ZMP3G05","--"
"Corinne Bailey-rae","Put Your Records On","ZPP02-1","03"
"Corinne Rae Bailey","I'd Like To","STTW3115","03"
"Cornelio Reyna","Carta Jugada","SCDG800-5","--"
"Cornelio Reyna","Carta Jugada","TZL107","06"
"Cornelio Reyna","El Andariego","SCDG800-2","--"
"Cornelio Reyna","El Andariego","TZL107","01"
"Cornelio Reyna","Lagrimas De Mi Barrio","SCDG800-3","--"
"Cornelio Reyna","Lagrimas De Mi Barrio","TZL107","03"
"Cornelio Reyna","Lagrimas De Mi Barrio","TZLP1055","02"
"Cornelio Reyna","Los Borrachos No Son Machos","SCDG800-1","--"
"Cornelio Reyna","Me Ca De La Nube","KB39","05"
"Cornelio Reyna","Me Cai De La Nube","SCDG800-2","--"
"Cornelio Reyna","Me Caiste Del Cielo","SCDG800-2","--"
"Cornelio Reyna","Me Caiste Del Cielo","TZL107","05"
"Cornelio Reyna","Me Sacaron Del Tenampa","SCDG800-1","--"
"Cornelio Reyna","Me Sacaron Del Tenampa","TZL107","04"
"Cornelio Reyna","Que Se Junten Nuestros Brazos","SCDG800-5","--"
"Cornelio Reyna","Que Se Junten Nuestros Brazos","TZL107","02"
"Cornelio Reyna Y Lorenzo De","Idos De La Mente (Con Mariachi)","OKE0187","04"
"Cornelio Reyna Y Lorenzo De","Me Cai De La Nube (Con Mariachi)","OKE0187","01"
"Cornelio Reyna Y Lorenzo De","Me Caiste Del Cielo (Con Mariachi)","OKE0187","03"
"Cornelio Reyna Y Lorenzo De","Me Sacaron Del Tenampa (Con Mariach","OKE0187","02"
"Cornelio Reyna Y Lorenzo De","Mis Mejores Anos (Con Mariachi)","OKE0187","05"
"Cornelio Reyna Y Lorenzo De","Sobre El Muerto Las Coronas (Con Ma","OKE0187","06"
"Cornelius Brothers","Treat Her Like A Lady","NTPPS01","--"
"Cornelius Brothers And Sister","Too Late To Turn Back Now","CBEP464-4","03"
"Cornelius Brothers And Sister","Too Late To Turn Back Now","DKM910","--"
"Cornelius Brothers And Sister","Too Late To Turn Back Now","FH3503","02"
"Cornelius Brothers And Sister","Too Late To Turn Back Now","SC8492","01"
"Cornelius Brothers And Sister","Treat Her Like A Lady","FH3503","03"
"Cornelius Brothers And Sister","Treat Her Like A Lady","MKP2-50232","04"
"Cornelius Brothers And Sister","Treat Her Like A Lady","SFY1033","02"
"Cornershop","Brimful Of Asha","ET007","02"
"Cornershop","Brimful Of Asha","EZC0057","02"
"Cornershop","Brimful Of Asha","SFLAS17","03"
"Cornershop","Brimful Of Asha","SFVCD027","02"
"Corona","Rhythm Of The Night","FC004","01"
"Corona","Rhythm Of The Night","FCV004","01"
"Corona","Rhythm Of The Night","ZMP3G04","--"
"Corridos","Contrabando Y Traicion","TKAR3056","01"
"Corridos","El Circo","TKAR3056","03"
"Corridos","Jefe De Jefes","TKAR3056","05"
"Corridos","La Banda Del Carro Rojo","TKAR3056","02"
"Corridos","Los Dos Plebes","TKAR3056","06"
"Corridos","Pakas De A Kilo","TKAR3056","04"
"Corrine Bailey Rae","Like A Star","THM2006","--"
"Corrine Bailey Rae","Put Your Records On","MF2069","03"
"Corrinne Bailey Rae","Put Your Records On","EZH054","01"
"Corrs","All The Love In The World","BPAD1011","02"
"Corrs","All The Love In The World","SSH1017","02"
"Corrs","Angel","STTW1352-2","04"
"Corrs","Angel","STTW2347","04"
"Corrs","Breathless","AMS1050","04"
"Corrs","Breathless","BPAD1011","04"
"Corrs","Breathless","CB80031","06"
"Corrs","Breathless","CB80031-V2","06"
"Corrs","Breathless","CB8519-10","06"
"Corrs","Breathless","CB8526-19","06"
"Corrs","Breathless","CBEP470-4","06"
"Corrs","Breathless","CBH80031","06"
"Corrs","Breathless","CBPK06","06"
"Corrs","Breathless","CBSE5","--"
"Corrs","Breathless","DVDSFCH03","05"
"Corrs","Breathless","EKX01","05"
"Corrs","Breathless","ET032","03"
"Corrs","Breathless","EZC0081","03"
"Corrs","Breathless","EZEX01","05"
"Corrs","Breathless","GEM10130","02"
"Corrs","Breathless","JC001","05"
"Corrs","Breathless","KK003","02"
"Corrs","Breathless","KK2000","01"
"Corrs","Breathless","MDVCD046","04"
"Corrs","Breathless","MF1783-1","04"
"Corrs","Breathless","MM6319","04"
"Corrs","Breathless","NTPPS02","--"
"Corrs","Breathless","PKX02","03"
"Corrs","Breathless","PR1423","02"
"Corrs","Breathless","PSD903","01"
"Corrs","Breathless","SCEMA130","02"
"Corrs","Breathless","SF169","01"
"Corrs","Breathless","SFCBW","01"
"Corrs","Breathless","SFDVD-CH03","05"
"Corrs","Breathless","SFDVDP01","05"
"Corrs","Breathless","SFDVDPH1","05"
"Corrs","Breathless","SKC68P1-17","06"
"Corrs","Breathless","SMACH9178","01"
"Corrs","Breathless","SSH1017","04"
"Corrs","Breathless","TOP-D001","01"
"Corrs","Breathless","TT034","05"
"Corrs","Breathless","TTFP19","06"
"Corrs","Breathless","VSKPH303","05"
"Corrs","Breathless","XPK02","03"
"Corrs","Breathless","ZLP03","05"
"Corrs","Breathless","ZMP3G05","--"
"Corrs","Bring On The Night","ZPCP037","04"
"Corrs","Dreams","ET011","06"
"Corrs","Dreams","SFCBW","03"
"Corrs","Dreams","SFD901-5","06"
"Corrs","Dreams","SFLAS18","04"
"Corrs","Dreams","SFVCD028","04"
"Corrs","Dreams","STTW1007","04"
"Corrs","Dreams","STTW1008-3","04"
"Corrs","Dreams","TH008","02"
"Corrs","Give Me A Reason","BPAD1011","03"
"Corrs","Give Me A Reason","KK007","03"
"Corrs","Give Me A Reason","SSH1017","03"
"Corrs","Give The The Reason","SF176","02"
"Corrs","I Know My Love","SFCBW","06"
"Corrs","I Never Loved You Anyway","ET006","03"
"Corrs","I Never Loved You Anyway","EZC0056","03"
"Corrs","I Never Loved You Anyway","SF118","05"
"Corrs","I Never Loved You Anyway","SFCBW","04"
"Corrs","Irresistable","BPAD1011","05"
"Corrs","Irresistable","SSH1017","05"
"Corrs","Long Night","STTW1350","03"
"Corrs","Long Night","STTW2344","04"
"Corrs","On My Father's Wings","PR1297","03"
"Corrs","On My Father's Wings","PR2133","06"
"Corrs","One Night","SF178","02"
"Corrs","Radio","SF154","02"
"Corrs","Right Time","SC2094","03"
"Corrs","Runaway","BPAD1011","06"
"Corrs","Runaway","SC2099","04"
"Corrs","Runaway","SSH1017","06"
"Corrs","So Young","SC3135","06"
"Corrs","So Young","SC8534","06"
"Corrs","So Young","SFCBW","05"
"Corrs","So Young","TP009","04"
"Corrs","What Can I Do","AMS1050","05"
"Corrs","What Can I Do","ET014","05"
"Corrs","What Can I Do","EZC0063","05"
"Corrs","What Can I Do","SF125","04"
"Corrs","What Can I Do","SFCBW","02"
"Corrs","What Can I Do","STTW1183-8","04"
"Corrs","What Can I Do","STTW1205","04"
"Corrs","What Can I Do","STTW1221","04"
"Corrs","What Can I Do","STTW3056","05"
"Corrs","What Can I Do","VSKGKH4","04"
"Corrs","What Can I Do","VSUKC2-15","03"
"Corrs","Would You Be Happier","BPAD1011","01"
"Corrs","Would You Be Happier","SF184","01"
"Corrs","Would You Be Happier","SSH1017","01"
"Corrs And Bono","When The Stars Go Blue","MM6366","05"
"Corrs And Bono","When The Stars Go Blue","SC3313","01"
"Corrs And Bono","When The Stars Go Blue","SC8762","01"
"Corrs And Bryan White","Looking Through Your Eyes","FD602","02"
"Corrs And Bryan White","Looking Through Your Eyes","PR1297","04"
"Corry Konings","Mooi Was Die Tijd","MDDVD501","04"
"Cortez Alberto","A Mis Amigos","TZL427","03"
"Cory Monteith And Lea Michele","Don't Stop Believing","SFGD063","01"
"Cosima De Vito","When The War Is Over","TKC25","03"
"Cosima Devito","When The War Is Over","SFDU05","02"
"Cost Of Livin'","Ronnie Dunn","SSC409","06"
"Costa Mar","El Baile Del Gallito","AVF93","04"
"Counting Crows","Accidentally In Love","CB30047","01"
"Counting Crows","Accidentally In Love","NM2054","03"
"Counting Crows","Accidentally In Love","PHMHR11","04"
"Counting Crows","Accidentally In Love","PHMR0407","04"
"Counting Crows","Accidentally In Love","SD4407","01"
"Counting Crows","Accidentally In Love","SINR04SUM","05"
"Counting Crows","Accidentally In Love","THM2004","--"
"Counting Crows","Accidentally In Love","THMPSM01","03"
"Counting Crows","Accidently In Love","HSW024","01"
"Counting Crows","Accidently In Love","MM6417","05"
"Counting Crows","Accidently In Love","SFHS024","01"
"Counting Crows","American Girl","PHMR0208","02"
"Counting Crows","American Girls","CB30027","02"
"Counting Crows","American Girls","TT135","01"
"Counting Crows","Around Here","CBSS05-05","02"
"Counting Crows","Big Yellow Taxi","THM2003","--"
"Counting Crows","Daylight Fading","MM6203","01"
"Counting Crows","Daylight Fading","SC8377","02"
"Counting Crows","Hangaround","MM6290","06"
"Counting Crows","Hangin Around","THMP0003","04"
"Counting Crows","Hangin' Around","PHT9915","04"
"Counting Crows","Hanginaround","SC3169","06"
"Counting Crows","Hanginaround","SC8070","03"
"Counting Crows","Hanginaround","SC8581","06"
"Counting Crows","Hanginaround","THM9915","04"
"Counting Crows","Hanging Around","CBSS05-05","06"
"Counting Crows","Hanging Around","SCPR06","03"
"Counting Crows","Hangingaround","NTPPS02","--"
"Counting Crows","Have You Seen Me Lately","CBSS05-05","03"
"Counting Crows","Long December","CBSS05-05","05"
"Counting Crows","Long December","GEM10017","01"
"Counting Crows","Long December","NTPPS02","--"
"Counting Crows","Long December","PHM9702","01"
"Counting Crows","Long December","SC3003","03"
"Counting Crows","Long December","SC8369","06"
"Counting Crows","Long December","SCDIA017","01"
"Counting Crows","Long December","THM9702","01"
"Counting Crows","Mr Jones","ACK011","03"
"Counting Crows","Mr Jones","CBSS05-05","01"
"Counting Crows","Mr Jones","CKA11","03"
"Counting Crows","Mr Jones","MM6049","06"
"Counting Crows","Mr Jones","MMTOP05","04"
"Counting Crows","Mr Jones","NTPPS02","--"
"Counting Crows","Mr Jones","SC8122","06"
"Counting Crows","Mr Jones","SMACH9187","02"
"Counting Crows","Mr Jones","UBSH76","03"
"Counting Crows","Mr Jones","UBV82","04"
"Counting Crows","Mr Jones","VCD86-83","04"
"Counting Crows","Rain King","SC8148","05"
"Counting Crows","Raining In Baltimore","CBSS05-05","04"
"Counting Crows","Round Here","NTPPS02","--"
"Counting Crows","Round Here","SC8140","05"
"Counting Crows","She Don't Want Nobody Near","PHM0402","05"
"Counting Crows","She Don't Want Nobody Near","PHMPP06","05"
"Counting Crows And Vanessa Ca","Big Yellow Taxi","CB40310","05"
"Counting Crows And Vanessa Ca","Big Yellow Taxi","CBE05-18","05"
"Counting Crows And Vanessa Ca","Big Yellow Taxi","PR1529","01"
"Counting Crows And Vanessa Ca","Big Yellow Taxi","SC3346","05"
"Counting Crows Vanessa Carlto","Big Yellow Taxi","GEM10018","02"
"Counting Crows Vanessa Carlto","Big Yellow Taxi","SCDIA018","02"
"Country","Crazy In Love","JDVN-041","03"
"Country","Crazy In Love","UB0041","03"
"Country","Here Comes Santa Claus","CB60188","01"
"Country","I'll Always Love You","GEK828","06"
"Country","It's Beginning To Look A Lot Like C","CB5040-02","06"
"Country","Little Bit Of Love Goes A Long Way","JDVN-042","05"
"Country","Little Bit Of Love Goes A Long Way","UB0042","05"
"Country","Looking Through Your Eyes","GEK828","05"
"Country","Marvelous Little Toy","CB5040-02","03"
"Country","Maybe This Time","GEK828","01"
"Country","Shenandoah","PR1325","03"
"Country","Silent Night","CB5040-02","04"
"Country","Someone Else's Trouble Now","UBSH59","01"
"Country","Stoney","GEK828","02"
"Country","Too Cold At Home","UBSH61","05"
"Country","Two Dozen Roses","UBSH60","05"
"Country","Your'e Still The One","GEK828","03"
"Country Christmas","Jingle Bells","CB13031","01"
"Country Christmas","Silent Night","CB13031","03"
"Country Classic","Anytime","THM1001","01"
"Country Classic","Bouquet Of Roses","THM1001","02"
"Country Classic","Cattle Call","THM1001","05"
"Country Classic","Ill Hold You In My Heart","THM1001","03"
"Country Classic","Make The World Go Away","THM1001","04"
"Country Gentlemen","Fox On The Run","CBSE1","--"
"Country Gentlemen","Matterhorn","CB20409","01"
"Country Gentlemen","Matterhorn","CB80169","02"
"Country Gentlemen","Nine Pound Hammer","CBSE3","--"
"Country Girl (Shake It For Me","Luke Bryan","SSC406","05"
"Country Must Be Country Wide","Brantley Gilbert","SSC408","01"
"Country Standard","Emotions","NASH4014","06"
"Country Standard","Emotions","NS4014","06"
"Country Standard","Only You","NASH4016","06"
"Country Standard","Only You","NS4016","06"
"Country Standard","Rocky Top","PCDG206","02"
"Country Standard","Tiger By The Tail","NASH4016","04"
"Country Standard","Tiger By The Tail","NS4016","04"
"Country Strong","Gwyneth Paltrow","SSC401","06"
"Course Of Nature","Caught In The Sun","PHMR0204","01"
"Course Of Nature","Caught In The Sun","TT118","01"
"Course Of Nature","Caught In The Sun","TTM014","01"
"Courtney Jaye","Can't Behave","NM2066","02"
"Courtney Jaye","Can't Behave","NSP2066","02"
"Courtney Jaye","Can't Behave","SD4507","02"
"Courtney Jaye","Can't Behave","THM2005","--"
"Courtney Jaye","Can't Behave","THMPV0508","03"
"Courtney Love","Mono","SINR04SPR","02"
"Courtney Love","Mono","THM2004","--"
"Coven","One Tin Soldier","AH8011","02"
"Coven","One Tin Soldier","MG04","02"
"Coven","One Tin Soldier","SFHS420","02"
"Coven","One Tin Soldier","UBSH35","02"
"Coven","One Tin Soldier (Legend Of Billy Ja","CE9778","01"
"Coven","One Tin Soldier (The Legend Of Bill","CBSE1","--"
"Coven","One Tin Soldier The Legend Of Billy","SC8651","01"
"Cover Drive","Twilight [duet]","ZMP3G11","--"
"Cover Girls","Wishing On A Star","NTPPS02","--"
"Cover Girls","Wishing On A Star","NTPPS03","--"
"Cover Girls","Wishing On A Star","PR1095","04"
"Coves","Wicked Game","SF329","04"
"Cowboy Copas","Alabam","CBE05R-24","01"
"Cowboy Copas","Alabam","CBSE5","--"
"Cowboy Crush","Hillbilly Nation","SC8986","02"
"Cowboy Crush","Nobody Ever Died Of A Broken Heart","THM2005","--"
"Cowboy Karaoke","Born To Boogie","PDV006","04"
"Cowboy Karaoke","Brand New Man","PDV006","05"
"Cowboy Karaoke","Grandpa","PDV009","01"
"Cowboy Karaoke","Hard Workin' Man","PDV009","02"
"Cowboy Karaoke","Have Mercy","PDV009","03"
"Cowboy Karaoke","He Stopped Loving Her Today","PDV009","04"
"Cowboy Karaoke","I Still Believe In You","PDV009","06"
"Cowboy Mouth","Jenny Says","NTPPS02","--"
"Cowboy Mouth","Whatcha Gonna Do","SC3103","02"
"Cowboy Troy And Big And Rich","I Play Chicken With The Train","SC3447","02"
"Cowsills","Hair","ASK15-V4-1","05"
"Cowsills","Hair","ASK42-V2-1","06"
"Cowsills","Hair","ASK6005-1","05"
"Cowsills","Hair","ASK6005A-2","05"
"Cowsills","Hair","DKE2015","04"
"Cowsills","Hair","DKF2015","04"
"Cowsills","Hair","DKM2015","04"
"Cowsills","Hair","DKM905","--"
"Cowsills","Hair","SFY1015","03"
"Cowsills","Hair","TT153","06"
"Cowsills","Hair","TT60P3","06"
"Cowsills","Indian Lake","SC8620","04"
"Cowsills","Rain The Park And Other Things","DKA3075","05"
"Cowsills","Rain The Park And Other Things","DKD3075","05"
"Cowsills","Rain The Park And Other Things","DKM3075","05"
"Cowsills","Rain The Park And Other Things","DKM910","--"
"Cox","Hazme Una Senal","OKE0180","02"
"Cox","Mi Gran Noche","OKE0096","02"
"Cox","Mi Gran Noche","SCDG800-5","--"
"Cox","Mi Gran Noche","TZLP1093","06"
"Cox Deborah","Play Your Part","THM2003","--"
"Cox Family","I Am Weary (Let Me Rest)","CB80140","03"
"Cox Family And Alison Krauss","Will There Be Any Stars In My Crown","CB80139","02"
"Crabb Family","Cross","DW5990","01"
"Crabb Family","Cross","DWCF1","01"
"Crabb Family","Don't You Wanna Go","CB10041","01"
"Crabb Family","Don't You Wanna Go","DW5990","02"
"Crabb Family","Don't You Wanna Go","DWCF1","02"
"Crabb Family","Greater Is He","DW6814","01"
"Crabb Family","He Came Looking For Me","DW6814","02"
"Crabb Family","I Sure Miss You","DW5990","03"
"Crabb Family","I Sure Miss You","DWCF1","03"
"Crabb Family","I'd Rather Have Jesus","DW6657","04"
"Crabb Family","I'm Running On","DW6814","03"
"Crabb Family","Jesus In A Song","CB10006","04"
